body,link,title
" The seemingly endless absurdities of magistrate Cristina Lombana are increasingly becoming an embarrassment for Colombia’s Supreme Court.Lombana has been a problem ever since President Ivan Duque appointed the former army major in 2018, but seems to have reached the point where she may be best described as the high court’s own village idiot.On Tuesday alone, newspaper El Tiempo reported that she was scolded by colleagues for meeting with military commanders while formally investigating them, and two senators accused her of going on witch hunts that seemed to be bordering on insanity.Lombana’s alleged investigation bingesSenator Armando Benedetti (U Party) said he would ask Congress to remove the magistrate after she had ordered to investigate at least 300 of his acquaintances for no apparent reason.“Nobody wants to talk to me, not because they think I’m guilty or smell bad, but because as soon as they talk to me, that lady calls them in for an investigation,” according to the lawmaker.Ironically, Benedetti is not exactly known for being Colombia’s least corrupt politician. The magistrate’s alleged rigor and failure to find any dirt on the lawmaker doesn’t make Lombana look very intelligent.The U Party congressman surprisingly received support from opposition Senator Gustavo Bolivar, who accused the magistrate of screaming at the employees of his former television production company in an apparent attempt to investigate him on something.“That magistrate does not have the qualifications for that position,” according to Bolivar.More trouble in courtBolivar’s claim was confirmed by court sources that according to newspaper El Tiempo claimed that Lombana had met with top military officials while investigating the army over illegal spying practices.Her colleagues removed her from the case around the time the court opened an investigation against former President Alvaro Uribe, a client of Jaime Granados, one of Lombana’s former employers that she had forgotten to inform the court about.According to El Tiempo, magistrates Cesar Reyes and Marco Antonio Rueda refused to recuse her for allegedly being among the targets of the illegal spying, but because of misconduct.Not only did she meet with military commanders while investigating them, she also linked the investigation to an unrelated investigation against Uribe from 2014, the magistrates reportedly found out.Lombana’s endless list of absurditiesLombana’s latest scandals add to a whole list of irregularities that would get anyone prosecuted had they not been a Supreme Court magistrate.After the court shielded the magistrate from investigations against Uribe because she failed to tell her colleagues she used to be Uribe’s subordinate as well as a colleague of the former president’s attorney, Lombana began harassing the magistrate who assumed the investigation, which currently has the former president in court on fraud and bribery charges.The magistrate also never told the court that she married a convicted murderer, Lieutenant Colonel William Roberto del Valle while he had gone on a second murder spree. Cristina LombanaJudicial orderSupreme Court ",https://colombiareports.com/cristina-lombana-the-village-idiot-of-colombias-supreme-court/,"Cristina Lombana, the village idiot of Colombia’s Supreme Court?"
" Drug cartels from Mexico purposely frustrated Colombia’s peace process to prevent the disruption of cocaine exports, according to a recent study.The study by think tank Peace and Reconciliation (Pares) confirmed prosecution reports indicating that Mexican cartels were preparing the FARC’s 2016 abandonment of criminal activity before 2014 already.According to Pares, the Mexicans took preemptive action to prevent the FARC’s demobilization which would harm their interests as the demobilization of paramilitary organization AUC did between 2003 and 2006.The strategy was so successful that the Mexican cartels were able to increase their influence in Colombia like never before, according to the investigators, and increase potential cocaine exports to record heights.No trafficking without cocaineMexico’s drug cartels have seen so many Colombian drug cartels and guerrilla groups come and go that changing trafficking partners is part of the routine.The demobilization of the FARC was different because it didn’t threaten only distribution, but also supply.Most of Colombia’s cocaine was produced in territory controlled by the FARC whose guerrillas also protected part of the routes from the cocaine factories to the export hubs.The peace process additionally contained a counternarcotics strategy that allowed coca farmers to switch from coca to legal crops.To prevent the collapse of production and chaos in distribution, the Sinaloa Cartel, the Gulf Cartel and the Jalisco Nueva Generacion Cartel began arming groups that could take over control of coca-rich FARC territories and drug trafficking routes.Emissaries were sent in to optimize the yield of cocaine factories, prevent turf wars and set up new money laundering schemes, according to Pares.The prosecution got wind of the cartels’ increased activity in 2017 when Colombian Immigration reported an atypical increase in visitors from Mexico and Central America after 2014.The Mexican revolutionTo what extent the boom in cocaine production during Colombia’s peace process is due to primarily the Sinaloa Cartel’s strategy is impossible to say.In southeast Colombia, where the FARC had been working with the cartel for years, the dissident groups led by “Ivan Mordizco” and “Gentil Duarte” were able to quickly expand their territorial control after 2016.In the southwest of Colombia, the same cartel allegedly financed the rearmament of other FARC dissident groups, but without successfully consolidating territorial control.The Sinaloa Cartel’s most powerful associate before the peace process, paramilitary group AGC, was severely weakened after its unit in the Bajo Cauca region split off, allegedly with the support of the Gulf Cartel, while the paramilitaries were under attack from ELN guerrillas in the western Choco province.The presence of both the Sinaloa Cartel and the Jalisco Nueva Generacion Cartel has increased tensions in Norte de Santander where the Mexicans support different groups.What is certain is that the Mexican cartels successfully frustrated the counternarcotics element of the peace process with the FARC while making their Colombian associates more reliant on Mexican arms provisions and know-how in money laundering. drug traffickingFARC dissidentsMexicoSinaloa cartel ",https://colombiareports.com/how-mexicos-drug-cartels-helped-colombias-narcos-frustrate-peace-process/,How Mexico’s drug cartels helped Colombia’s narcos frustrate peace process
" Colombia’s finance minister promised Congress on Tuesday he would look into the possibility of implementing a universal basic emergency income in response to the economic crisis caused by the coronavirus.In a virtual session, Finance Minister Alberto Carrasquilla gave in to the congressional majority that has been asking for a  basic emergency income (BEI) while the country is struggling to reactivate the economy that was all but shut down in March.Colombia considering guaranteed minimum income as famine loomsThe proposal is supported by the United Nations’ Economic Commission for Latin America and the Caribbean, which has urged countries to consider audacious measures to prevent extreme poverty.Carrasquilla has slowly been moving towards the Congress’s position after initially dismissing the proposal that would cost  approximately $10.4 billion (COP40.5 trillion), which is 4% of the country’s gross domestic product, according to Congress’ calculations.The minister told the House of Representatives he was not considering the BEI as an emergency measure during the ongoing national emergency, but said a universal basic income (UBI) could be “a next step.”I believe it is a step forward in terms of a major social policy effort that has been made in this country… I believe that, in this context, in which there have been gigantic advances, which have managed to reduce poverty from 50% to 25%, a next step can be a measure like a basic income.Finance Minister Alberto CarrasquillaDespite Carrasquilla’s step forward, Green Alliance Senator Ivan Marulanda told Spanish newspaper El Pais that a universal basic income is not the emergency measure more than 54 congressmen and influential politicians from both the liberal and the conservative side of the spectrum have been asking for.What we are saying is that it has to be now because many companies have gone bankrupt, unemployment is increasing and people are enduring a lot of hunger.Senator Ivan MarulandaCongress and influential liberal and conservative politicians have become increasingly critical of Carrasquilla and President Ivan Duque over their response to the crisis that cost 5.4 million Colombians their job in April alone.Basic income. That the State delivers aid to 9 million households. A monthly minimum income for three months… In supermarkets dozens are already begging for bread. The time has come for soup kitchens. Roosevelt did it.Liberal Party mogul Humberto de la CalleIvan Duque lost control of Covid-19. The economy is in crisis and he rejects basic income. Foreign relations is in the hands of others. Public order and part of the army got out of control. Is protest coming? Will he lose control of the presidency?Conservative Party mogul Alvaro LeyvaThe situation could become more worrisome on September 1 when a ban on evictions of people who have been unable to pay rent comes to an end.Duque, however, has refused to acknowledge the potential unrest the economic crisis and poverty could cause, but has been stressing the benefit of his response to the coronavirus.In his daily Facebook show on Tuesday, for example, the president stressed his emergency response program provided stipends to 2,4 million Colombians, not even half of the people who lost their jobs. coronaviruseconomic crisispovertyuniversal basic income ",https://colombiareports.com/colombias-finance-minister-opens-to-universal-basic-income-but-fails-to-see-urgency/,"Colombia’s finance minister open to universal basic income, but fails to see urgency"
" Police knew since last year that the drug lord whose organization conspired with Colombia’s ruling party to rig the 2018 elections in favor of President Ivan Duque sought to jail policemen, according to an internal memo.The memo was released by attorney Miguel del Rio in an attempt to prevent the jailing of Major Yefferson Tocarruncho and Sergeant Wadith Velasquez earlier this week in an apparent kangaroo trial.Colombia jails policemen who discovered 2018 election fraud conspiracyIn the memo, the National Police’s intelligence unit DIJIN warned Lieutenant Colonel Luis Fernando Atueste of the police’s human rights unit that an informant had warned them  about the alleged plot between drug trafficking Marquitos Figueroa and the Gnecco crime family.At the meeting on June 21, 2019, was Armando Gnecco, a.k.a. “Mandarino,” who was laundering money for Figueroa as well as the late Jose Guillermo Hernandez, Figueroa’s “political arm” who plotted to rig the elections with Duque’s Democratic Center party, according to the informant.The notoriously criminal in-laws of one of Colombia’s most famous journalistsLike former President Alvaro Uribe, the boss of the CD, the Gnecco crime family have been associated with both organized crime and politics for decades.They said that as a result of the National Police, some houses, gas stations and other properties were confiscated by extinguishing personnel and that this was because Sergeant Velasquez, Major Tocamuncho and his group of investigators from the city were behind this operation, so that’s why they were going to get a large amount of money together — whatever it takes to pay — to reach the highest levels of the prosecutors and judges, with the aim of criminally arresting the sergeant, the major and the group of investigators of committing procedural fraud, and that they themselves be removed from office, so that they don’t continue investigating the organization, and that it was necessary to put Sergeant Velasquez, Major Tocamuncho and the group of investigators in jail.DIJIN memo to human rights unitThe meeting allegedly took place after the murder of Hernandez in Brazil in May and before March when journalists revealed evidence the murdered money launderer had conversations with Uribe’s former personal assistant in which they were plotting election fraud in the month ahead of the 2018 elections.Wiretapping of drug trafficker reveals vote-buying for Duque on Uribe’s ordersThe revelation triggered a Congressional investigation against Duque and the Supreme Court investigation against Uribe, who allegedly ordered to involve the mafia from the north of Colombia in the elections.The prosecution, on the other hand, appears to be trying to have the wiretaps and recordings that provide the smoking gun in the investigations be declared illegal.The jailing of the policemen and the fact Figueroa has still not been convicted four years after he was extradited from Brazil indicate how enormous the drug trafficker’s influence is to corrupt Colombia’s democratic system. 2018 electionselections fraudJose Guillermo Hernandez ",https://colombiareports.com/narcos-planned-to-frame-cops-who-discovered-colombias-2018-election-fraud-plot/,‘Narcos planned to frame cops who discovered Colombia’s 2018 election fraud plot’
" A judge agreed to jail the policemen who discovered Colombia’s ruling party plotted with the mafia to rig the 2018 elections in favor of President Ivan Duque.In a controversial ruling, a Bogota judge ruled the arrest of the policemen was legal despite evidence they are the victims of a conspiracy paid for by jailed drug trafficker Marquitos Figueroa.The inspector general’s official overseeing the case accidentally confirmed the conspiracy on record, saying the judge never informed her prior to the ruling that Major Yefferson Tocarruncho and Sergeant Wadith Velasquez would be granted house arrest instead of sent to jail.The prosecutors trying to make Colombia’s 2018 election rigging plot go awayThe bowels of the mafia stateMarquitos FigueroaWhile those in Duque’s far-right Democratic Center party implicated in the 2018 election rigging plot are free, Figueroa’s intermediary is dead, the policemen who coincidentally discovered the conspiracy are jailed and the journalists who have been reporting on the scandal fear for their lives.Journalists Gonzalo Guillen, Julian Martinez and Diana Lopez reiterated Monday that they have been shadowed and receiving death threats since they began reporting on one of the biggest corruption scandals in Colombia’s modern history.Journalists who revealed evidence of plot to rig Colombia’s 2018 election send out SOSFirst the investigators, then the evidenceLate mafia boss Jose Guillermo Hernandez (R) and President Ivan Duque. (Image: La Nueva Prensa)The journalists’ revelation triggered the Supreme Court to open an investigation against Duque’s political patron, former President Alvaro Uribe, and Congress to investigate the president.The prosecution, on the other hand, appears to be trying to have the wiretaps and recordings that provide the smoking gun in the investigations be declared illegal.The jailing of the policemen and the fact Figueroa has still not been convicted four years after he was extradited from Brazil indicated how enormous the drug trafficker’s influence is to corrupt Colombia’s democratic system. 2018 electioncorruptionelection fraudJose Guillermo Hernandezmarquitos figueroanarcopolitics ",https://colombiareports.com/colombia-jails-policemen-who-discovered-2018-election-fraud/,Colombia jails cops who discovered 2018 election fraud conspiracy
body,link,title
" A growing number of magistrates of Colombia’s Supreme Court is considering to remove Prosecutor General Francisco Barbosa from a 2018 election rigging plot investigation to avoid further embarrassment.According to newspaper El Espectador, several magistrates have lost confidence in Barbosa, who is supposed to investigate ties between the drug trafficking organization of Marquitos Figueroa and one his best friends, President Ivan Duque.They reportedly want a special prosecutor to investigate the plot between Figueroa’s money launderer and Duque’s far-right Democratic Center party in rigging the elections in the north of the country.The newspaper reported that the magistrates want to avoid a similar embarrassment as with Barbosa’s predecessor, Nestor Humberto Martinez, whose conflict of interest turned the Odebrecht bribery scandal investigation into all but a charade.Why Colombia could never see Odebrecht’s bribery clarifiedBarbosa has barely finished his first 100 days in office, and has already succeeded in destroying his credibility and that of the prosecution over all too evident attempts to protect, instead of prosecute, Duque’s political allies.Almost immediately after taking office, the chief prosecutor decided in February to investigate the daughter of fugitive congresswoman Aida Merlano instead of her alleged conspirator over her October 2019 jail breaks.When a month later journalists revealed evidence that Duque’s political patron, former President Alvaro Uribe, had been coordinating the rigging of Barbosa’s friend’s election, the chief prosecutor really started losing control.Wiretapping of drug trafficker reveals vote-buying for Duque on Uribe’s ordersWhile Congress began investigating the president and the Supreme Court his political patron, Barbosa was hesitant and was later accused of withholding crucial evidence.Friday’s decision to  arrest the policeman who discovered the election fraud plot was apparently the straw that broke the camel’s back for a number of court magistrates.Colombia arrests cops who discovered 2018 election fraud plotMartinez’ removal from parts of the Odebrecht case was the first time the court took such action, setting a precedent that would allow them to push Barbosa aside and let an independent prosecutor investigate the case that is slowly destroying Duque’s legitimacy and confirms his party’s ties to narcos. 2018 electionselection fraudFrancisco BarbosaJose Guillermo HernandezProsecutor General's Office ",https://colombiareports.com/colombias-supreme-court-may-remove-chief-prosecutor-from-election-rigging-probe/,Colombia’s Supreme Court may remove chief prosecutor from election rigging probe
" The coronavirus pandemic is causing a triple food crisis in Colombia, with hundreds of thousands facing famine, farmers unable to sell their produce and food distributors struggling with social distancing.Meanwhile, coronavirus outbreaks in the country’s ports could disrupt food imports, while the minister responsible for food security during the crisis, Agriculture Minister Rodolfo Zea, is expected to appear before the Supreme Court for corruption.The situation isn’t unique to Colombia, according to the World Food Program (WPF), which estimates some 14 million throughout Latin America and the Caribbean, mostly in Venezuela, will suffer food shortages this year.Lockdown triggered immediate hungerIn Colombia, the hunger began for the poor as well as for the farmers, almost on day one of the March 25 lockdown that sought to slow down the spread of the novel coronavirus.Despite national and local government efforts to provide food, “6% of the respondents didn’t eat anything the day before the survey and reported skipping meals regularly. 13% had only one meal,” the WFP said after  a poll.Meals eaten day before surveySource: World Food ProgramWhile people starve, farmers’ food rotWhile people were starving, food distribution networks broke down and farmers also started running into trouble, as they were left with food they couldn’t sell. Meanwhile, 5.4 million Colombians were left without a job.There are products that are in crisis because the costs of collection are higher than what the intermediary pays and, in many cases, no buyer is found, so the food ends up being thrown away, especially fruit. This is a pity, while there are other regions suffering from hunger.National Farmers Association chief Luis Alejandro Jimenez,According to Zea, the agriculture ministry has begun a program, involving mainly young farmers, that will allow them to offer their products online, as food distribution centers are only allowed to work at 50% of their capacity, because of the social distancing measures.A failure to respect social distancing measures, previously triggered the closure of food distribution centers Corabastos in Bogota and La Minorista in Medellin.Wednesday was Cali’s turn when an outbreak in the Santa Elema neighborhood forced Mayor Jorge Ivan Ospina to shut down the wholesale food market for nine days.Trouble only beginningThe lockdown was only a warm-up as the coronavirus is going to make it difficult for farmers and for distributors to effectively deliver food to the food shops.The World Food Program said in April that the global economic crisis is going to make things even worse as at least 900,000 Venezuelan migrants are expected to be put on the brink of starvation.On top of those, 5.4 million Colombians will be uncertain where their food comes from as Finance Minister Alberto Carrasquilla refused to decree Congress idea for a temporary basic minimal income.More than half of Venezuela’s refugees in Colombia at risk of starvation: UNHow to change an entire food supply networkZea’s plan to create online platforms that would allow consumers to buy directly from farmers should not just be a good deal for both food consumers and farmers, it would help the food distribution centers to meet their social distancing targets.We are innovating and adapting to the requirements of these times, to guarantee that we reach the peasants in the remote regions of Colombia with the financial resources.Agriculture Minister Rodolfo ZeaZea’s innovation sounds a lot like a pilot project in Medellin that sought to mitigate the effects of the lockdown by creating a platform that allowed farmers to deliver food packages directly at their customers’ doors.Medellin farmers go online after coronavirus lockdown abruptly ends street marketsFood distributors in biggest fixWhile customers and farmers potentially could benefit from the removal of intermediaries, the food distributors appear to be in trouble.Food distributors staged a massive protest at Corabastos on Thursday after they were told by Bogota Mayor Claudia Lopez they could only work at 35% of their capacity.(Image credit: Corabastos)The city hall agreed to raise this to 50% in the food distribution center that provides fruit and vegetables for much of central Colombia.Meanwhile, the reduced activity at Corabastos may not lead to food shortages and price hikes, according to the Bogota government. coronavirusFood Security ",https://colombiareports.com/colombias-attempts-to-solve-triple-coronavirus-food-crisis/,Colombia’s attempts to solve triple coronavirus food crisis
" Colombia’s prosecution arrested the policemen who accidentally discovered a 2018 election rigging plot between the far-right party of President Ivan Duque and drug traffickers.The arrest of Major Yefferson Tocarruncho and Sergeant Wadith Velasquez went almost unnoticed because chief prosecutor Francisco Barbosa caused a political hurricane by ordering the arrest of Antioquia Governor Anibal Gaviria on vague corruption charges.The Gaviria family: prolific land thieves now after Colombia’s 2nd largest economyNot the suspects, but the investigators in jailFormer President Alvaro Uribe (L) and late mafia associate Luis Guillermo Hernandez. (Image: Instagram)Ironically, the investigators who discovered the election fraud scandal are now in jail while those suspected of plotting to rig the 2018 elections are free, with the exception of Jose Guillermo Hernandez, a.k.a. “El Ñeñe,” who was murdered in Brazil in May last year.Bogota Mayor Claudia Lopez accused the prosecution of purposely trying to divert the attention away from the election fraud scandal known in Colombia as “Ñeñepolitics.”To divert attention from the arbitrariness and cover-up of Ñeñepolitics, they turn the sending of Governor Anibal Gaviria to jail into a media show. They decided to make the local leaders the scapegoat for the government’s failures and the abuses of the prosecutor’s office.Bogota Mayor Claudia LopezAllegedly corrupt prosecutor charging cops, protecting questionable colleagueProsecutor Daniel Hernandez (Image: W Radio)According to prosecutor Daniel Hernandez, the officials of the National Police’s intelligence unit DIJIN were illegally wiretapping five cops exactly when they found that the money launderer of drug trafficker Marquitos Figueroa was plotting with Duque’s Democratic Center party to rig the elections.Ironically, the prosecutor was accused of trying to frustrate a corporate spying investigation in January and, according to Blu Radio, is being investigated by the Superior Judicial Council on charges of illegal wiretapping.According to the controversial prosecutor, the colleague who signed off on the policemen’s wiretap requests, Jenny Andrea Ortiz, was deceived by the police investigators.Ortiz is the prosecutor who reportedly decided not to investigate the evidence Figueroa’s drug trafficking organization had ties to Colombia’s ruling party.The laziness or corruption — or both — of the prosecution is deplorable. I wonder why the 21st Prosecutor of Organized Crime (Jenny Andrea Ortiz Ladino) is on the side of organized crime. There has to be an answer.Journalist Gonzalo GuillenFive years after Figueroa was arrested in Brazil, the drug lord has yet to be convicted and on several occasions was almost released because Ortiz allowed legal time limits to expire.Politics before justice?The arrest of the police officials is the latest controversy in the investigations that has all but destroyed the reputation of Barbosa, one of the president’s best friends.The chief prosecutor was accused of withholding evidence Congress needed to investigate Duque and the Supreme Court needed to investigate former President Alvaro Uribe.Barbosa’s office is supposed to be investigating other suspects in the case, like Uribe’s former personal assistant Maria Claudia Daza, but the prosecution is apparently more interested in prosecuting  the police investigators who discovered the biggest election fraud scandal in recent memory. 2018 electionselection fraudJose Guillermo Hernandezmarquitos figueroa ",https://colombiareports.com/colombia-arrests-cops-who-discovered-2018-election-fraud-plot/,Colombia arrests cops who discovered 2018 election fraud plot
" The journalists who revealed evidence Colombia’s ruling party plotted with the mafia to rig the 2018 elections in favor of President Ivan Duque sent out an SOS on Monday.The four journalists said in a statement that presidential aides and prosecution officials warned them that “attempts on our lives, our freedom and our honor are being prepared” by state authorities.The journalists said they are in danger “for having uncovered that drug money had been used in the buying of votes and the illicit financing of the campaign of the current president, Ivan Duque.”Wiretapping of drug trafficker reveals vote-buying for Duque on Uribe’s ordersThe journalists who revealed the 2018 election rigging plotGonzalo GuillenGonzalo Guillen is one of Colombia’s most senior and renowned journalists and the founder of national news agency Colprensa. The journalist has won several international awards for his work and is currently the editor-in-chief of news website La Nueva Prensa.Julian MartinezJulian Martinez is an investigative journalist who started his career at formerly public news program Noticias Uno and gained broad recognition after his book “ChuzaDAS” that revealed the illegal wiretapping practices of now-defunct intelligence agency DAS.Diana LopezDiana Lopez is a journalist whose investigations led to the 55-year prison sentence of former governor Juan Francisco Gomez, who ordered the assassination of her father in 1997 when she was 10 years old. The organized crime group of Gomez’s associate, drug lord Marquitos Figueroa, helped organize the 2018 campaign of President Ivan Duque.The investigation of the journalists did not just reveal that Duque’s political patron, former President Alvaro Uribe, ordered the rigging of the 2018 elections, but also that his party had ties to the mafia.The journalists rang the alarm after the arrest of the policemen who accidentally discovered the election fraud plot while investigating the money launderer of jailed drug lord Marquitos Figueroa, Jose Guillermo Hernandez, who was murdered in Brazil last year.Colombia arrests cops who discovered 2018 election fraud plotWhile the policemen are in jail and the journalists fear for their lives, Figueroa is about to be released from jail over ongoing failures of prosecutor Jenny Andrea Ortiz.Instead of prosecuting Figueroa, Ortiz surprisingly testified against the policemen she ordered to wiretap Hernandez as part of a murder investigation. 2018 electionselection fraudIvan DuqueProsecutor General's Office ",https://colombiareports.com/journalists-who-revealed-evidence-plot-to-rig-colombias-2018-election-send-out-sos/,Journalists who revealed evidence of plot to rig Colombia’s 2018 election send out SOS
" Colombia’s Health Minister Fernando Ruiz has succeeded in turning almost all medical organizations against him as his coronavirus response — as foretold — is turning into a disaster.In his latest attempt to evade responsibility, Ruiz blamed hospitals for receiving an “economic incentive… to extend the time of care in intensive care units more than necessary”.The accusations baffled hospital organizations and triggered the Superintendent of Health to almost immediately clarify he received no information that would sustain the minister’s claim.The Colombian Association of Critical Medicine and Intensive Care, the Colombian association of Scientific Societies, the Colombian Medical College and the Physicians union immediately rejected the baseless accusation.AMCI believes that the ministry’s statements are unfortunate because, in addition to the pain and uncertainty that the disease brings, it creates a cloak of doubt about the moral, ethical and human integrity of the intensive care workers and a climate of distrust that can negatively impact the timeliness of care and cause an adverse emotional effect and anxiety in the health team.Colombian Association of Critical Medicine and Intensive CareOther healthcare organizations had already withdrawn their support for the minister over his failures to live up to promises to bolster the healthcare system and protect healthcare workers.Colombia’s medical community withdraws confidence in health ministerThe administration of President Ivan Duque for months has ignored warnings that prematurely lifting lockdown measures could collapse Colombia’s healthcare system and further damage the economy.Duque and Ruiz initially tried to pretend the healthcare system wasn’t collapsing, but this is also failing and “the worst is yet to come,” according to the National Association of Healthcare Professionals.The worst of the crisis is yet to come and with the opening of the lockdown it will get worse.National Association of Healthcare ProfessionalsFacing growing accusations of mismanagement, the health minister apparently believed scapegoating the medical organizations would help him evade responsibility for the growing crisis.And if that wasn’t enough, Ruiz on Saturday decided to pick a fight on Twitter with epidemiologist Zulma Cucunuba of the Imperial College.Meanwhile, Colombia’s healthcare systems is collapsing, healthcare workers say they are still without personal protection equipment that would allow them to responsibly attend the pandemic and the country is in an administrative chaos. coronavirusFernando ruizhealthcarehealthcare crisis ",https://colombiareports.com/health-minister-blaming-hospitals-for-colombias-coronavirus-chaos/,Colombia’s health minister blaming hospitals for coronavirus chaos
" The online series “Matarife” said it would “morally do away with” Colombia’s former President Alvaro Uribe, but it has become so popular it threatens his entire inner circle.Following episode three, President Ivan Duque on Monday stressed on Twitter on Monday that Vice-President Marta Lucia Ramirez “is an honorable professional with a long history of service to Colombia.”Apart from linking Colombia’s ambassador Alejandro Ordoñez to neo-nazis, the non-fiction series claimed Ramirez secretly met with commanders of paramilitary group AUC after Uribe named her Defense Minister in August 2002.The president giving free advertisement to a YouTube series is historic, and arguably as stupid as Ramirez suing the series.Colombia’s VP to sue series on Uribe, but doesn’t seem to know for whatThe one Colombian you don’t want to sueDaniel MendozaIf there is one person in Colombia you don’t want to sue, it is Daniel Mendoza, who may have written Matarife, but is an attorney.Lawyers don’t present evidence on YouTube, they do so in court. Ask Uribe or any of his attorneys.After the former president sued Mendoza’s client, senior journalist Gonzalo Guillen, the court ruled the two had enough evidence to sustain that Uribe is a narco, a paramilitary, a mafioso, a murderer and “Matarife,” which means “slaughterer” or “buffoon.”Ironically, Ramirez’ attorney was the one representing Uribe in that case. According to Mendoza, the mistake of the VP’s lawyer inspired him to produce Matarife.‘Top Colombia radio host bribed to favor Medellin Cartel founder’YouTube can’t order criminal investigationsMarta Lucia RamirezIt will not be on Youtube where the public will find out whether the attorney-turned-producer has evidence the VP drank champagne with terrorists, but in court.YouTube can’t order criminal investigations, but the court can, and this is  where Mendoza can get Ramirez in a lot of trouble if not in prison.The State Council convicted the state in 2018 because the former Defense Minister’s habit of putting civilians’ lives at risk got 36 innocent civilians killed in a 2003 FARC terrorist attack.Ramirez has been able to evade justice only because Colombia’s prosecution has ignored the court order to investigate her culpability in the bombing at the Club Nogal in Bogota.Why Colombia’s government opposes FARC terrorism victimsHonorable, really?According to the Merriam-Webster dictionary, “honorable” means “deserving of respect or high regard,” which does not apply to Colombia’s VP, unlike the proverb “pride comes before the fall.”The second Ramirez tries to defend her honor before a judge, Mendoza will have evidence indicating Colombia’s VP is scum, after which a judge can order a criminal investigation.Matarife has only just aired it’s third episode and is already being sued by Uribe and Ramirez.With more than 40 episodes to come, Mendoza may morally do away, not just with Uribe, but with the entire inner circle of the former Medellin Cartel associate. Daniel MendozaMarta Lucia RamirezMatarifeWar Crimes ",https://colombiareports.com/why-colombias-government-is-freaking-out-about-matarife/,Why Colombia’s government is freaking out about ‘Matarife’
body,link,title
" Doctors in Colombia’s coastal city Cartagena are being threatened with death after disinformation over the coronavirus turned ugly, local media reported Wednesday.The death threats on social media come as the coronavirus pushed Cartagena’s healthcare system to the brink of collapse, while entire districts are being militarized.Coronavirus sinks Cartagena from being Colombia’s pride to Colombia’s shameTo add to the tensions, baseless claims began appearing on social media, claims that the doctors would be fraudulently diagnosing people with COVID-19, the illness caused by the virus.The unfounded rumors fueled death threats in Cartagena, where the virus had already increased general tensions and anxiety to a boiling point.I still insist that we should kill two or three doctors from each clinic or hospital, doesn’t matter who.Death threat on FacebookThe president of the Colombian Society of Internal Medicine, Virgil Carballo, told newspaper El Espectador that a general misunderstanding of the virus and diagnostics led to both the baseless corruption claims and the death threats.It’s hard for people to understand that a patient who comes into the ER with a broken hip will end up being positive. That’s why they say everyone gets diagnosed with COVID-19. They don’t understand that that patient could have been infected before going to the health center; he could have been contaminated at the clinic; or a family member with no symptoms could have infected him. It happened in one of the entities where I work.Colombian Society of Internal Medicine president Virgil CarballoMedical personnel throughout Colombia have been subjected to discrimination and death threats amid fears they could infect others.From heroes to pariahs: Colombia’s medical personnel discriminated over coronavirus paranoia“We reject the acts of discrimination and aggression we are victim of on a daily basis by the very people we are trying to help,” health organizations said in a letter to President Ivan Duque on Monday. Cartagenacoronavirusdeath threatshealthcare ",https://colombiareports.com/coronavirus-disinformation-fueling-death-threats-against-doctors-in-northern-colombia/,Coronavirus disinformation fueling death threats against doctors in northern Colombia
" Colombia’s healthcare system may not even survive two months, which would severely slow down economic recovery, yet President Ivan Duque’s COVID-19 coordinator believes he is “on the right track.”“The indicators allow us to know we’re heading in the right direction,” Carlos Alvarez, the president’s COVID-19 coordinator, said on Friday.Alvarez was not referring to combating the virus, but to reopening businesses.According to Colombian Medical Federation vice-president Carolina Corcho, however, the impending collapse of Colombia’s regional healthcare systems would mean that “soon we’ll have to return to a stricter lockdown.”While under-reporting, registered infections have risen sharply. All this while the President’s decision to lift the quarantine is put in practice. The health system is not ready, we will soon have to return to a stricter quarantine.FMC vice-president Carolina CorchoThe problem with forgetting hospitals during a pandemicColombia’s Health Minister Fernando Ruiz is trying to expand hospitals’ capacity. Without any, hospitals will run out of intensive care units before the end of the state of emergency on August 31.The government’s decision to further open up the economy on Monday could only collapse hospitals even faster.The combination of a raging pandemic and a collapsed healthcare system would cause such instability, Duque and his COVID-19 coordinator can forget any plans to reopen the economy.Active coronavirus cases in ColombiaSource: National Health InstituteSuspending other healthcareThe relatively large number of free beds boasted by the government is not because it has been able to substantially expand hospital’s capacity, but because, for example, almost 60% of cancer patients say they are simply being refused treatment.The number of active coronavirus infections has been doubling every two weeks, implying that — despite already denying people healthcare, and even without reopening the economy — with the current acceleration rate the hospitals will have saturated in eight weeks.At that point, there won’t be healthcare for neither serious COVID-19 cases nor anyone else needing emergency care or an ICU.Alvarez said that the measures to prevent this are “easy.” All they require is “optimal social discipline,” “self-care” and “local regulation,” apparently clueless of the evidence and the warnings that this is not working. Carlos AlvarezColombian Medical Federationcoronavirushealthcare ",https://colombiareports.com/colombias-healthcare-could-collapse-within-two-months/,"Colombia’s healthcare could collapse within two months, delay economic recovery"
